total plan length,run success,costs,time measures,pick counts,deliver counts,domain name,problem name,iteration time,transitions per iteration,planner name,search engine name,heuristic name
180,TRUE,"[1111, 2693, 4493, 5888, 7252, 8500, 9442, 10664, 11810, 13136, 14110, 15169, 16379, 17221, 18451, 19394, 20341, 21415]","[120.51562356948853, 241.03118419647217, 361.5468120574951, 482.04678225517273, 602.5624043941498, 723.0780470371246, 843.5788037776947, 964.1100549697876, 1084.6256844997406, 1205.1421098709106, 1325.688984155655, 1446.2046201229095, 1566.722192287445, 1687.2534685134888, 1807.7706820964813, 1928.302356004715, 2048.83438873291, 2169.381230354309]","[10, 14, 18, 21, 23, 25, 26, 28, 29, 30, 32, 34, 34, 36, 37, 38, 38, 40]","[1, 5, 10, 12, 16, 20, 22, 24, 26, 29, 31, 32, 33, 33, 35, 37, 38, 39]",Cars,Cars 2,120,10,Genetic,None,None
180,TRUE,"[1160, 2743, 4469, 5867, 7219, 8967, 10168, 11274, 12447, 13421, 14453, 15596, 16449, 17733, 18797, 19767, 20632, 21608]","[120.50080013275146, 241.00271725654602, 361.5183594226837, 482.0191071033478, 602.5347321033478, 723.0660140514374, 843.581639289856, 964.0816175937653, 1084.6125764846802, 1205.1282427310944, 1325.659986257553, 1446.1756019592285, 1566.6912279129028, 1687.2089612483978, 1807.7456295490265, 1928.2687256336212, 2048.8075592517853, 2169.347260951996]","[9, 11, 14, 19, 21, 26, 27, 28, 29, 30, 32, 34, 34, 37, 37, 38, 38, 41]","[2, 5, 9, 11, 15, 19, 22, 24, 26, 28, 28, 31, 33, 34, 36, 37, 38, 39]",Cars,Cars 2,120,10,Genetic,None,None
60,TRUE,"[194, 455, 767, 1137, 1580, 2021]","[120.35412693023682, 240.8404061794281, 361.3408281803131, 481.8674056529999, 602.3750967979431, 722.8906877040863]","[3, 6, 10, 13, 17, 22]","[2, 5, 7, 9, 12, 16]",MotorCycles and Letters,MotorCycles and Letters 1,120,10,Genetic,None,None
60,TRUE,"[186, 470, 795, 1201, 1710, 2137]","[120.34413766860962, 240.8753535747528, 361.3597619533539, 481.8753914833069, 602.3917849063873, 722.8940637111664]","[3, 7, 13, 14, 19, 24]","[2, 4, 6, 10, 13, 15]",MotorCycles and Letters,MotorCycles and Letters 1,120,10,Genetic,None,None
60,TRUE,"[184, 448, 831, 1364, 1895, 2242]","[120.35513877868652, 240.8562994003296, 361.3875470161438, 481.8875787258148, 602.388744354248, 722.8910436630249]","[3, 5, 9, 13, 16, 21]","[2, 3, 5, 7, 13, 16]",MotorCycles and Letters,MotorCycles and Letters 1,120,10,Genetic,None,None
60,TRUE,"[164, 379, 650, 947, 1407, 1866]","[120.34405899047852, 240.85968351364136, 361.3444483280182, 481.86010098457336, 602.3757393360138, 722.8913555145264]","[3, 6, 11, 13, 18, 22]","[3, 5, 7, 10, 12, 16]",MotorCycles and Letters,MotorCycles and Letters 1,120,10,Genetic,None,None
90,TRUE,"[145, 343, 475, 695, 915, 1157, 1571, 2143, 2683]","[120.51562309265137, 241.02690768241882, 361.5269112586975, 482.0357518196106, 602.5425043106079, 723.0605328083038, 843.5788705348969, 964.1101264953613, 1084.6257514953613]","[5, 12, 20, 29, 39, 47, 57, 67, 78]","[1, 2, 3, 3, 3, 6, 8, 10, 10]",Rail System Factory,Rail System Factory 1,120,10,Genetic,None,None
90,TRUE,"[150, 380, 539, 691, 821, 1061, 1527, 2092, 2533]","[120.51562643051147, 241.016437292099, 361.53203678131104, 482.04766154289246, 602.5632944107056, 723.0789415836334, 843.5793414115906, 964.1105918884277, 1084.626958847046]","[8, 14, 19, 24, 33, 44, 52, 56, 65]","[0, 1, 3, 6, 6, 6, 8, 11, 14]",Rail System Factory,Rail System Factory 1,120,10,Genetic,None,None
90,TRUE,"[150, 390, 630, 990, 1309, 1664, 2214, 2889, 3489]","[120.50077605247498, 241.00424933433533, 361.5198976993561, 482.019907951355, 602.5199115276337, 723.0214648246765, 843.5370473861694, 964.0374710559845, 1084.5686950683594]","[9, 15, 26, 33, 40, 52, 60, 68, 77]","[0, 0, 0, 0, 2, 3, 5, 8, 8]",Rail System Factory,Rail System Factory 1,120,10,Genetic,None,None
90,TRUE,"[150, 385, 535, 793, 1043, 1398, 1982, 2539, 3020]","[120.50002837181091, 241.01562666893005, 361.53127813339233, 482.0312843322754, 602.534768819809, 723.0508441925049, 843.5788059234619, 964.0944125652313, 1084.610459804535]","[8, 18, 26, 34, 44, 51, 58, 67, 74]","[0, 1, 2, 3, 3, 4, 7, 10, 13]",Rail System Factory,Rail System Factory 1,120,10,Genetic,None,None
50,TRUE,"[216, 664, 1336, 2284, 3371]","[120.53362679481506, 241.0519540309906, 361.5540735721588, 482.0552411079407, 602.5579869747162]","[3, 4, 4, 4, 6]","[2, 2, 2, 2, 3]",Trucks and Drones,Trucks and Drones 1,120,10,Genetic,None,None
50,TRUE,"[304, 964, 1836, 2803, 3976]","[120.53666305541992, 241.04464030265808, 361.546178817749, 482.0653426647186, 602.5688512325287]","[2, 4, 4, 4, 6]","[2, 2, 2, 2, 3]",Trucks and Drones,Trucks and Drones 2,120,10,Genetic,None,None
130,TRUE,"[895, 2948, 5559, 8715, 11761, 14878, 18081, 21683, 25327, 29101, 32914, 36503, 40440]","[120.51833939552307, 241.03474807739258, 361.55037808418274, 482.06602811813354, 602.5842208862305, 723.1076064109802, 843.6240181922913, 964.1401507854462, 1084.6654765605927, 1205.1931154727936, 1325.7245795726776, 1446.259341955185, 1566.8062009811401]","[7, 9, 11, 14, 15, 16, 18, 19, 20, 21, 24, 24, 24]","[1, 3, 3, 6, 7, 8, 9, 11, 12, 13, 13, 14, 15]",Trucks and Drones,Trucks and Drones 3,120,10,Genetic,None,None
50,TRUE,"[264, 744, 1218, 2060, 2606]","[120.32809567451477, 240.8288733959198, 361.3449161052704, 481.84527134895325, 602.3300364017487]","[3, 6, 7, 10, 13]","[3, 3, 6, 7, 10]",Cars,Cars 1,120,10,Genetic,None,None
180,TRUE,"[1241, 2754, 4509, 5777, 7262, 8436, 9721, 10804, 11986, 12825, 13897, 15214, 16263, 17144, 18296, 19592, 20419, 21409]","[120.51557350158691, 241.0171251296997, 361.5283191204071, 482.0282747745514, 602.5283005237579, 723.0282995700836, 843.5282731056213, 964.0596542358398, 1084.5909085273743, 1205.122160434723, 1325.63778090477, 1446.1690423488617, 1566.6874046325684, 1687.2030591964722, 1807.7186844348907, 1928.2499058246613, 2048.766722679138, 2169.2842922210693]","[8, 12, 18, 20, 21, 25, 26, 27, 28, 30, 31, 33, 34, 37, 37, 38, 38, 40]","[1, 5, 10, 14, 17, 18, 21, 22, 24, 26, 27, 30, 31, 33, 35, 36, 37, 39]",Cars,Cars 2,120,10,Genetic,None,None
60,TRUE,"[172, 417, 673, 1036, 1522, 1997]","[120.34371829032898, 240.84374356269836, 361.3437485694885, 481.8444902896881, 602.3604960441589, 722.860499382019]","[4, 7, 11, 14, 18, 23]","[2, 5, 7, 10, 11, 15]",MotorCycles and Letters,MotorCycles and Letters 1,120,10,Genetic,None,None
90,TRUE,"[145, 385, 625, 960, 1260, 1580, 2126, 2851, 3536]","[120.50035786628723, 241.0003626346588, 361.50272727012634, 482.003879070282, 602.5044465065002, 723.0044491291046, 843.5072090625763, 964.0323829650879, 1084.5564756393433]","[7, 15, 23, 31, 40, 52, 63, 72, 80]","[1, 1, 1, 2, 3, 3, 5, 6, 7]",Rail System Factory,Rail System Factory 1,120,10,Genetic,None,None
50,TRUE,"[192, 627, 1284, 2155, 3082]","[120.5065016746521, 241.0145218372345, 361.4993236064911, 482.01135993003845, 602.520533323288]","[3, 3, 4, 4, 5]","[2, 2, 2, 2, 3]",Trucks and Drones,Trucks and Drones 1,120,10,Search Based,Greedy,None
50,TRUE,"[279, 870, 1619, 2707, 3804]","[120.50613617897034, 241.02176928520203, 361.53455805778503, 482.04310369491577, 602.5466034412384]","[3, 4, 4, 4, 6]","[2, 2, 2, 2, 3]",Trucks and Drones,Trucks and Drones 2,120,10,Search Based,Greedy,None
130,TRUE,"[870, 2915, 5557, 8855, 12288, 15688, 19427, 23481, 27884, 32684, 37683, 42609, 47862]","[120.51566100120544, 241.01640701293945, 361.51797795295715, 482.03550267219543, 602.5527956485748, 723.0840749740601, 843.5999040603638, 964.1178321838379, 1084.664711713791, 1205.195984840393, 1325.721354484558, 1446.2681937217712, 1566.8016095161438]","[4, 6, 10, 10, 11, 13, 14, 14, 15, 15, 15, 15, 15]","[0, 2, 2, 3, 4, 6, 6, 6, 7, 7, 7, 7, 8]",Trucks and Drones,Trucks and Drones 3,120,10,Search Based,Greedy,None
50,TRUE,"[218, 684, 1442, 1963, 2734]","[120.33938646316528, 240.83941435813904, 361.33500838279724, 481.83772683143616, 602.3533532619476]","[3, 5, 6, 7, 9]","[1, 2, 3, 4, 6]",Cars,Cars 1,120,10,Search Based,Greedy,None
180,TRUE,"[964, 2488, 3968, 5528, 6826, 8292, 9471, 10625, 11853, 12926, 13959, 15239, 16029, 17425, 18226, 19346, 20456, 21482]","[120.50013732910156, 241.01533460617065, 361.5196535587311, 482.0262920856476, 602.5299663543701, 723.0311381816864, 843.5519766807556, 964.0710682868958, 1084.589949131012, 1205.1068394184113, 1325.6263241767883, 1446.1427540779114, 1566.664608001709, 1687.1810805797577, 1807.7013840675354, 1928.2212853431702, 2048.744686603546, 2169.279901266098]","[8, 12, 15, 16, 20, 24, 26, 27, 28, 29, 32, 33, 33, 34, 36, 37, 37, 38]","[0, 2, 5, 8, 11, 14, 16, 19, 23, 25, 26, 28, 29, 30, 31, 32, 34, 34]",Cars,Cars 2,120,10,Search Based,Greedy,None
60,TRUE,"[163, 425, 744, 1133, 1599, 1983]","[120.34049534797668, 240.84902119636536, 361.3528904914856, 481.87819743156433, 602.3667199611664, 722.8839209079742]","[3, 6, 8, 11, 18, 20]","[2, 3, 5, 8, 11, 16]",MotorCycles and Letters,MotorCycles and Letters 1,120,10,Search Based,Greedy,None
90,TRUE,"[140, 316, 456, 641, 797, 985, 1421, 1989, 2524]","[120.51989817619324, 241.02228713035583, 361.5245807170868, 482.0257544517517, 602.5330505371094, 723.0353984832764, 843.5435154438019, 964.0747361183167, 1084.5937888622284]","[6, 9, 11, 15, 20, 25, 30, 37, 43]","[1, 2, 3, 4, 5, 6, 7, 9, 10]",Rail System Factory,Rail System Factory 1,120,10,Search Based,Greedy,None
50,TRUE,"[208, 583, 1221, 2092, 3043]","[120.52137064933777, 241.02975964546204, 361.54163336753845, 482.04308891296387, 602.5438511371613]","[2, 3, 3, 4, 5]","[2, 2, 2, 2, 3]",Trucks and Drones,Trucks and Drones 1,120,10,Search Based,UCT,None
50,TRUE,"[328, 975, 1858, 3077, 4378]","[120.52590107917786, 241.03398275375366, 361.54957342147827, 482.0655868053436, 602.582044839859]","[2, 4, 4, 4, 6]","[1, 1, 1, 1, 3]",Trucks and Drones,Trucks and Drones 2,120,10,Search Based,UCT,None
130,TRUE,"[845, 2768, 5346, 8478, 11599, 14749, 18162, 21860, 25826, 30080, 34443, 38619, 43335]","[120.51602363586426, 241.01601576805115, 361.5164108276367, 482.03242325782776, 602.5491466522217, 723.073245048523, 843.59157538414, 964.1228663921356, 1084.63845038414, 1205.1697359085083, 1325.7009871006012, 1446.2326266765594, 1566.765811920166]","[5, 8, 10, 12, 13, 14, 17, 17, 17, 18, 18, 18, 18]","[1, 2, 3, 4, 6, 7, 8, 9, 9, 10, 10, 10, 10]",Trucks and Drones,Trucks and Drones 3,120,10,Search Based,UCT,None
50,TRUE,"[304, 638, 1096, 1720, 2285]","[120.34643650054932, 240.84689378738403, 361.35039949417114, 481.8527150154114, 602.3683407306671]","[3, 4, 7, 10, 13]","[2, 2, 4, 8, 10]",Cars,Cars 1,120,10,Search Based,UCT,None
180,TRUE,"[994, 2297, 4029, 5816, 7261, 8894, 10590, 11668, 12991, 14532, 15781, 16835, 17895, 19072, 20051, 21062, 21988, 22835]","[120.50157070159912, 241.00699973106384, 361.52060651779175, 482.02100110054016, 602.5374004840851, 723.0377552509308, 843.5436437129974, 964.046404838562, 1084.5635817050934, 1205.0795991420746, 1325.5975739955902, 1446.1135773658752, 1566.629992723465, 1687.148311138153, 1807.6827173233032, 1928.2143559455872, 2048.7319502830505, 2169.2631809711456]","[6, 11, 15, 17, 19, 21, 22, 22, 25, 26, 28, 28, 30, 31, 37, 37, 37, 39]","[0, 1, 3, 5, 9, 12, 15, 16, 17, 22, 25, 26, 27, 28, 31, 33, 34, 35]",Cars,Cars 2,120,10,Search Based,UCT,None
60,TRUE,"[157, 326, 554, 775, 1141, 1523]","[120.34423971176147, 240.84814643859863, 361.3489010334015, 481.85006499290466, 602.3524012565613, 722.8524005413055]","[4, 8, 12, 14, 18, 21]","[2, 6, 7, 11, 13, 16]",MotorCycles and Letters,MotorCycles and Letters 1,120,10,Search Based,UCT,None
90,TRUE,"[145, 349, 529, 797, 985, 1240, 1745, 2340, 2876]","[120.50308203697205, 241.00469779968262, 361.5050468444824, 482.0117623806, 602.5121464729309, 723.0309016704559, 843.5308895111084, 964.0536053180695, 1084.584125995636]","[6, 10, 15, 18, 22, 25, 29, 33, 38]","[1, 2, 2, 3, 4, 5, 7, 9, 11]",Rail System Factory,Rail System Factory 1,120,10,Search Based,UCT,None
50,TRUE,"[205, 660, 1370, 2284, 3450]","[120.51559257507324, 241.02843952178955, 361.52883672714233, 482.02960777282715, 602.52960729599]","[3, 4, 4, 4, 6]","[2, 2, 2, 2, 3]",Trucks and Drones,Trucks and Drones 1,120,10,Genetic,None,None
50,TRUE,"[316, 895, 1678, 2867, 4100]","[120.4843430519104, 240.98437547683716, 361.48476815223694, 481.9878921508789, 602.4882810115814]","[3, 4, 4, 4, 6]","[2, 2, 2, 2, 3]",Trucks and Drones,Trucks and Drones 2,120,10,Genetic,None,None
130,TRUE,"[910, 3055, 5709, 8947, 12367, 15913, 19845, 23990, 28231, 32778, 37377, 41374, 45366]","[120.50000882148743, 241.00000953674316, 361.5190894603729, 482.0394027233124, 602.5706889629364, 723.1019420623779, 843.6243934631348, 964.1471359729767, 1084.6807160377502, 1205.22758436203, 1325.7587988376617, 1446.2970485687256, 1566.8334074020386]","[8, 10, 12, 12, 15, 17, 20, 21, 24, 25, 28, 29, 29]","[0, 1, 2, 4, 5, 5, 7, 7, 8, 9, 11, 13, 14]",Trucks and Drones,Trucks and Drones 3,120,10,Genetic,None,None
50,TRUE,"[377, 877, 1365, 2091, 2730]","[120.34374904632568, 240.8437464237213, 361.344535112381, 481.82890915870667, 602.3445353507996]","[4, 7, 8, 10, 12]","[2, 3, 7, 8, 10]",Cars,Cars 1,120,10,Genetic,None,None
180,TRUE,"[1036, 2513, 4549, 6015, 7564, 8704, 10022, 11249, 12316, 13380, 14605, 15425, 16148, 17290, 18248, 19198, 20095, 21113]","[120.50235557556152, 241.01182198524475, 361.51296043395996, 482.01373839378357, 602.5148746967316, 723.0179176330566, 843.5491659641266, 964.0804169178009, 1084.596851348877, 1205.098414182663, 1325.629658460617, 1446.1452555656433, 1566.6613042354584, 1687.1804502010345, 1807.6964678764343, 1928.212059020996, 2048.728852748871, 2169.260496854782]","[9, 12, 17, 18, 20, 26, 27, 27, 30, 30, 32, 32, 33, 36, 37, 38, 38, 41]","[2, 5, 8, 11, 14, 19, 21, 24, 25, 27, 30, 32, 33, 34, 36, 38, 38, 38]",Cars,Cars 2,120,10,Genetic,None,None
60,TRUE,"[188, 449, 831, 1201, 1665, 2139]","[120.34488797187805, 240.82926487922668, 361.32929849624634, 481.7984428405762, 602.2992191314697, 722.7835912704468]","[3, 7, 10, 13, 17, 22]","[1, 3, 6, 10, 12, 17]",MotorCycles and Letters,MotorCycles and Letters 1,120,10,Genetic,None,None
90,TRUE,"[150, 390, 630, 990, 1332, 1662, 2287, 3027, 3546]","[120.51559257507324, 241.01719760894775, 361.5178761482239, 482.0178864002228, 602.5334713459015, 723.035430431366, 843.5393860340118, 964.0621614456177, 1084.593388080597]","[9, 16, 29, 40, 46, 57, 67, 74, 79]","[0, 0, 0, 0, 1, 2, 3, 6, 9]",Rail System Factory,Rail System Factory 1,120,10,Genetic,None,None
50,TRUE,"[197, 596, 1264, 2129, 3233]","[120.50307774543762, 240.97415328025818, 361.49016404151917, 481.9913263320923, 602.4923238754272]","[3, 4, 4, 4, 4]","[2, 2, 2, 2, 2]",Trucks and Drones,Trucks and Drones 1,120,10,Search Based,Greedy,None
